0.354331 -1.000000 1.000000
0.354331 -0.984252 0.000000
0.354331 -0.968504 0.000000
0.354331 -0.952756 0.000000
0.354331 -0.937008 0.000000
0.354331 -0.921260 0.000000
0.354331 -0.905512 0.000000
0.354331 -0.889764 0.000000
0.354331 -0.874016 0.000000
0.354331 -0.858268 0.000000
0.354331 -0.842520 0.000000
0.354331 -0.826772 0.000000
0.354331 -0.811024 0.000000
0.354331 -0.795276 0.000000
0.354331 -0.779528 0.000000
0.354331 -0.763780 0.000000
0.354331 -0.748031 0.000000
0.354331 -0.732283 0.000000
0.354331 -0.716535 0.000000
0.354331 -0.700787 0.000000
0.354331 -0.685039 0.000000
0.354331 -0.669291 0.000000
0.354331 -0.653543 0.000000
0.354331 -0.637795 0.000000
0.354331 -0.622047 0.000000
0.354331 -0.606299 0.000000
0.354331 -0.590551 0.000000
0.354331 -0.574803 0.000000
0.354331 -0.559055 0.000000
0.354331 -0.543307 0.000000
0.354331 -0.527559 0.000000
0.354331 -0.511811 0.000000
0.354331 -0.496063 0.000000
0.354331 -0.480315 0.000000
0.354331 -0.464567 0.000000
0.354331 -0.448819 0.000000
0.354331 -0.433071 0.000000
0.354331 -0.417323 0.000000
0.354331 -0.401575 0.000000
0.354331 -0.385827 0.000000
0.354331 -0.370079 0.000000
0.354331 -0.354331 0.000000
0.354331 -0.338583 0.000000
0.354331 -0.322835 0.000000
0.354331 -0.307087 0.000000
0.354331 -0.291339 0.000000
0.354331 -0.275591 0.000000
0.354331 -0.259843 0.000000
0.354331 -0.244094 0.000000
0.354331 -0.228346 0.000000
0.354331 -0.212598 0.000000
0.354331 -0.196850 0.000000
0.354331 -0.181102 0.000000
0.354331 -0.165354 0.000000
0.354331 -0.149606 0.000000
0.354331 -0.133858 0.000000
0.354331 -0.118110 0.000000
0.354331 -0.102362 0.000000
0.354331 -0.086614 0.000000
0.354331 -0.070866 0.000000
0.354331 -0.055118 0.000000
0.354331 -0.039370 0.000000
0.354331 -0.023622 0.000000
0.354331 -0.007874 0.000000
0.354331 0.007874 0.000000
0.354331 0.023622 0.000000
0.354331 0.039370 0.000000
0.354331 0.055118 0.000000
0.354331 0.070866 0.000000
0.354331 0.086614 0.000000
0.354331 0.102362 0.000000
0.354331 0.118110 0.000000
0.354331 0.133858 0.000000
0.354331 0.149606 0.000000
0.354331 0.165354 0.000000
0.354331 0.181102 0.000000
0.354331 0.196850 0.000000
0.354331 0.212598 0.000000
0.354331 0.228346 0.000000
0.354331 0.244094 0.000000
