1,8192,8192,1.011,1.004,0.995,0.988,1.013,1.012,0.992,0.987,0.993,0.995,0.989,
2,8192,8192,1.043,1.033,1.013,1.030,1.004,1.032,1.011,1.018,1.001,1.019,1.027,
4,8192,8192,1.069,1.091,1.081,1.105,1.115,1.093,1.093,1.102,1.107,1.065,1.109,
8,8192,8192,1.231,1.219,1.252,1.231,1.237,1.181,1.224,1.223,1.224,1.187,1.215,
